ID,Date,Time,DateTime,Lat (DecDeg),Lon (DecDeg),Temperature (°C),Conductivity in situ (µS/cm),Conductivity lab (µS/cm),d18O (o/oo) vs. SMOW,dD (o/oo) vs. SMOW,d-excess,DOC (mg/L),d14C (Age),Si uM/l (OSL),QF_Si,PO4 ug P/l (OSL),PO4 µM/L (OSL),QF_PO4,NO2+NO3 ug N/l (OSL),NO2+NO3 µM/L,QF_NO2+NO3,NH4 ug N/l (OSL),NH4 µM/L,QF_NH4,NO2 ug N/l (OSL),QF_NO2,Total TP ug P/l,QF_TotalTP,Dissolved TP ug P/l,QF_DissTP,Total TN ug N/l,QF_TotalTN,Dissolved TN ug N/l,QF_DissTN,aCDOM254,aCDOM350,aCDOM443,aCDOM690to700,Cuvette length,Instrument,S275-295,SUVA,d14C sample,cations and anions on sample,Al µg/L (AWI),QF_Al,Ba µg/L (AWI),QF_Ba,Ca mg/L (AWI),QF_Ca,Fe µg/L (AWI),QF_Fe,K mg/L (AWI),QF_K,Mg mg/L (AWI),QF_Mg,Mn µg/L (AWI),QF_Mn,Na mg/L (AWI),QF_Na,P mg/L (AWI),QF_P,Si mg/L (AWI),QF_Si,Sr µg/L (AWI),QF_Sr,F mg/L (AWI),QF_F,Cl mg/L (AWI),QF_Cl,SO4 mg/L (AWI),QF_SO4,Br mg/L (AWI),QF_Br,NO3 mg/L (AWI),QF_NO3_AWI,PO4 mg/L (AWI),QF_PO4_AWI
1,2018-04-20,21:00:00,2018-04-20 21:00:00,72.368133,126.469,-0.2,444,446,-20.98,-159,8.9,7.11,,75.88,,5.3,,,157,,,22,,,1.54,,34.5,,4.3,,1689,,1302,,50.38816,12.2341,2.95663,0.386248,,OSL,0.015963,3.0773,,unfrozen rest sample,2.7837,100,35,20,34.05,0.1,12,100,1.19,0.2,11.1219,0.1,0.0426,20,38.9633,0.2,-0.02,0.1,3.92,0.1,329.148,20,0.14,0.05,58.27,0.1,35.42,0.5,0.06,0.05,0.96,0.1,n.a.,0.1
2,2018-04-24,20:30:00,2018-04-24 20:30:00,72.367977,126.46355,-0.2,450,445,-21.04,-158.5,9.8,6.54,,64.2,,7.1,,,154.1,,,11.1,,,1.12,,108.1,,5.1,,1159,,751,,49.25345,11.81928,2.65212,0.200869,,OSL,0.016114,3.2701,,unfrozen rest sample,0.7091,100,34,20,34.16,0.1,10,100,1.06,0.2,11.1371,0.1,0.1214,20,38.8812,0.2,-0.02,0.1,3.8987,0.1,334.866,20,0.14,0.05,58.02,0.1,35.19,0.5,0.06,0.05,0.54,0.1,n.a.,0.1
3,2018-04-26,18:00:00,2018-04-26 18:00:00,72.367972,126.46955,-0.2,445,444,-21.05,-159.1,9.3,6.16,,69.46,,3.7,,,157.2,,,10.4,,,0.84,,131.4,,2.7,,985,,1023,,48.53205,11.63416,2.60273,0.180125,,OSL,0.016052,3.421,,unfrozen rest sample,-5.3577,100,34,20,33.69,0.1,10,100,1,0.2,11.088,0.1,-0.0353,20,39.2903,0.2,-0.015,0.1,3.91,0.1,330.119,20,0.14,0.05,58.23,0.1,35.27,0.5,0.06,0.05,0.63,0.1,n.a.,0.1
4,2018-04-30,12:00:00,2018-04-30 12:00:00,72.367972,126.46955,-0.2,445,446,-21,-158.2,9.8,6.2,,69.51,,9.3,,,155.5,,,12,,,0.7,,55.4,,4.3,,1034,,1141,,48.79696,11.75792,2.59547,0.184741,,OSL,0.0162,3.4175,,unfrozen rest sample,-0.0172,100,33,20,33.97,0.1,9,100,1.02,0.2,11.0636,0.1,0.0337,20,39.1555,0.2,-0.02,0.1,3.8686,0.1,330.926,20,0.14,0.05,58.84,0.1,35.34,0.5,0.06,0.05,0.73,0.1,n.a.,0.1
5,2018-05-04,19:00:00,2018-05-04 19:00:00,72.367997,126.49955,-0.2,453,445,-21.08,-158.9,9.7,6.3,,76.7,,3.4,,,157,,,10.8,,,0.7,,35.3,,10.5,,1022,,1042,,49.52296,12.04379,2.88272,0.370737,,OSL,0.016028,3.4133,,unfrozen rest sample,-1.0976,100,33,20,33.73,0.1,6,100,1.06,0.2,10.8768,0.1,-0.0319,20,38.8135,0.2,-0.015,0.1,3.8189,0.1,331.04,20,0.14,0.05,59.13,0.1,35.33,0.5,0.06,0.05,0.71,0.1,n.a.,0.1
6,2018-05-08,14:00:00,2018-05-08 14:00:00,72.367977,126.45955,-0.2,457,448,-20.99,-157,10.9,7.27,,,,6.5,,,154.2,,,28.4,,,0.98,,105.8,,43,,1043,,1363,,48.53723,11.50302,2.66893,0.265279,,OSL,0.016239,2.899,,unfrozen rest sample,-1.0296,100,34,20,33.59,0.1,7,100,1.15,0.2,10.9566,0.1,-0.0253,20,39.8024,0.2,-0.016,0.1,3.7263,0.1,325.033,20,0.14,0.05,60.05,0.1,35.47,0.5,0.06,0.05,1.42,0.1,n.a.,0.1
7,2018-05-12,10:30:00,2018-05-12 10:30:00,72.367977,126.49955,-0.02,462,457,-21.06,-159.4,9,6.49,,74.64,,5,,,157.7,,,18.1,,,0.98,,67.8,,15.1,,1171,,938,,49.09342,11.81813,2.79108,0.400346,,OSL,0.016147,3.2846,,unfrozen rest sample,-0.9789,100,34,20,33.83,0.1,10,100,1.14,0.2,11.1122,0.1,0.0147,20,41.4038,0.2,-0.012,0.1,3.7757,0.1,336.135,20,0.14,0.05,61.91,0.1,36.24,0.5,0.05,0.05,0.86,0.1,n.a.,0.1
8,2018-05-16,10:00:00,2018-05-16 10:00:00,72.367977,126.49955,-0.09,463,460,-21.08,-159.1,9.5,6.4,,61.59,,5.9,,,156.3,,,10.6,,,0.84,,194.9,,5.8,,1468,,808,,48.71119,11.81514,2.6969,0.242755,,OSL,0.016049,3.3049,,unfrozen rest sample,-0.1683,100,33,20,34.04,0.1,7,100,1.06,0.2,11.2003,0.1,-0.0357,20,42.1412,0.2,-0.023,0.1,3.748,0.1,336.459,20,0.14,0.05,63,0.1,36.57,0.5,0.06,0.05,0.45,0.1,n.a.,0.1
9,2018-05-20,10:00:00,2018-05-20 10:00:00,72.367977,126.49955,-0.02,473,470,-21.09,-159.8,9,6.4,,70.49,,9.9,,,157.6,,,16.8,,,1.26,,111.2,,8.2,,1153,,1188,,47.82032,11.582,2.7258,0.404009,,OSL,0.016086,3.2444,,unfrozen rest sample,-1.2106,100,35,20,34.57,0.1,8,100,1.13,0.2,11.2102,0.1,0.0035,20,43.0054,0.2,-0.016,0.1,3.6965,0.1,341.953,20,0.14,0.05,65.5,0.1,37.51,0.5,0.06,0.05,0.66,0.1,n.a.,0.1
10,2018-05-24,12:00:00,2018-05-24 12:00:00,72.367977,126.49955,-0.02,482,468,-21.21,-159.4,10.3,5.9,,63.05,,6.2,,,155.8,,,15.5,,,0.7,,130.6,,8.9,,814,,1041,,44.6736,10.74628,2.45306,0.203297,,OSL,0.016096,3.2878,,unfrozen rest sample,-0.5891,100,34,20,33.64,0.1,7,100,1.07,0.2,11.0135,0.1,-0.0305,20,43.6656,0.2,-0.022,0.1,3.5377,0.1,335.353,20,0.14,0.05,65.88,0.1,37.18,0.5,0.06,0.05,0.51,0.1,n.a.,0.1
11,2018-05-28,14:00:00,2018-05-28 14:00:00,72.367977,126.49955,-0.01,490,479,-21.31,-160,10.5,4.93,,67.35,,3.7,,,149.6,,,13.3,,,1.26,,36.1,,9.7,,0,,860,,40.80243,9.817256,2.11842,0.099974,,OSL,0.016135,3.5937,,unfrozen rest sample,-1.1546,100,33,20,33.98,0.1,6,100,1.01,0.2,11.1322,0.1,-0.007,20,46.0756,0.2,-0.014,0.1,3.3249,0.1,350.633,20,0.14,0.05,69.56,0.1,38.18,0.5,0.07,0.05,0.51,0.1,n.a.,0.1
12,2018-06-01,12:00:00,2018-06-01 12:00:00,72.367977,126.49955,0.06,277,275.5,-22.98,-174.8,9.1,10.36,,59.64,,9.3,,,62,,,63.5,,,1.54,,105,,19,,1205,,1038,,73.77655,19.69723,5.14904,0.728423,,OSL,0.014402,3.0922,,unfrozen rest sample,-0.1888,100,20,20,20.7,0.1,26,100,0.96,0.2,6.4055,0.1,-0.0183,20,23.8978,0.2,-0.024,0.1,1.9439,0.1,181.41,20,0.1,0.05,36.24,0.1,21.22,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
13,2018-06-05,13:00:00,2018-06-05 13:00:00,72.367977,126.49955,1.3,248.8,124.1,-23.68,-180.7,8.8,16.73,,58,,9.9,,,23.1,,,89.2,,,1.82,,118.2,,25.2,,989,,1053,,139.3405,37.19377,8.97847,0.899254,,OSL,0.013982,3.6165,,unfrozen rest sample,12.5496,100,12,20,13.18,0.1,129,100,0.77,0.2,3.967,0.1,0.0596,20,5.8433,0.2,-0.013,0.1,1.5718,0.1,98.009,20,0.08,0.05,8.79,0.1,7.58,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
14,2018-06-09,14:00:00,2018-06-09 14:00:00,72.967977,126.49955,1.5,103,105.6,-23.34,-178.3,8.4,16.78,,48.55,,9,,,22.7,,,55.9,,,2.52,,143.8,,5.8,,815,,842,,135.7146,35.56654,8.41687,0.825948,,OSL,0.014181,3.5119,,unfrozen rest sample,17.9278,100,10,20,11.53,0.1,102,100,0.69,0.2,3.4439,0.1,0.287,20,4.2013,0.2,-0.009,0.1,1.4242,0.1,83.432,20,0.08,0.05,7.03,0.1,6.65,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
15,2018-06-13,12:00:00,2018-06-13 12:00:00,72.967977,126.49955,11.5,111,114.7,-23.31,-177.7,8.7,18.2,,55.06,,8.1,,,17.6,,,44.1,,,1.96,,44.6,,22.1,,1065,,1040,,150.9202,39.25631,9.17051,0.846284,,OSL,0.014465,3.6007,,unfrozen rest sample,13.8183,100,13,20,13.24,0.1,85,100,0.78,0.2,3.6057,0.1,0.1319,20,4.3476,0.2,-0.024,0.1,1.6451,0.1,94.203,20,0.08,0.05,6.88,0.1,6.43,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
18,2018-06-17,12:00:00,2018-06-17 12:00:00,72.967977,126.49955,13.1,149,114.1,-23.35,-177.6,9.2,16.32,,57.63,,6.2,,,2.7,,,11.9,,,1.96,,123.6,,22.9,,949,,967,,139.2548,35.89696,8.32995,0.792832,,OSL,0.014586,3.7051,,unfrozen rest sample,13.5945,100,14,20,13.74,0.1,76,100,0.69,0.2,3.6493,0.1,0.1559,20,4.2517,0.2,-0.006,0.1,1.6155,0.1,97.796,20,0.08,0.05,6.63,0.1,6.06,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
19,2018-06-21,14:00:00,2018-06-21 14:00:00,72.967977,126.49955,16.7,107,107.5,-23.16,-176.7,8.6,14.52,,56.85,,8.4,,,1.5,,,7.8,,,1.12,,132.2,,15.1,,637,,865,,125.4485,32.15318,7.74705,1.00466,,OSL,0.014643,3.7515,,unfrozen rest sample,12.8061,100,13,20,13.14,0.1,57,100,0.65,0.2,3.444,0.1,0.0219,20,3.864,0.2,-0.021,0.1,1.6294,0.1,92.961,20,0.08,0.05,6.09,0.1,5.62,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
20,2018-06-25,15:00:00,2018-06-25 15:00:00,72.967977,126.49955,15.8,100,101.7,-23.12,-175.8,9.2,12.81,,54.63,,7.1,,,1.8,,,13.6,,,1.4,,53.1,,15.1,,940,,1018,,103.74,26.16796,5.94263,0.46664,,OSL,0.014967,3.5164,,unfrozen rest sample,8.6856,100,12,20,12.14,0.1,38,100,0.62,0.2,3.1474,0.1,0.0608,20,3.6202,0.2,-0.015,0.1,1.6159,0.1,85.794,20,0.08,0.05,5.66,0.1,5.7,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
21,2018-06-29,11:00:00,2018-06-29 11:00:00,72.967977,126.46955,15.8,99,100.5,-22.92,-173.7,9.6,10.95,,55.7,,6.2,,,2,,,7,,,0.84,,39.9,,7.4,,728,,775,,92.54182,22.95251,5.15065,0.381046,,OSL,0.015264,3.6697,,unfrozen rest sample,5.6169,100,10,20,12.02,0.1,36,100,0.6,0.2,3.0818,0.1,0.0545,20,3.3847,0.2,-0.017,0.1,1.5842,0.1,84.088,20,0.09,0.05,5.3,0.1,5.89,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
22,2018-07-03,20:00:00,2018-07-03 20:00:00,72.368539,126.4718,16.3,103.4,108,-22.36,-169.3,9.6,10.48,,,,6.2,,,2.4,,,8.8,,,0.98,,236,,12,,895,,772,,83.63588,20.71233,4.7287,0.438004,,OSL,0.015399,3.4653,,unfrozen rest sample,1.8593,100,12,20,12.26,0.1,37,100,0.58,0.2,3.137,0.1,0.099,20,3.9092,0.2,-0.006,0.1,1.5852,0.1,85.71,20,0.09,0.05,6.2,0.1,6.48,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
23,2018-07-08,11:30:00,2018-07-08 11:30:00,72.36779,126.47155,14.9,108,111.4,-21.76,-164.6,9.5,9.27,,58.84,,5,,,6,,,12,,,0.84,,35.3,,13.6,,775,,690,,74.94224,18.24868,4.01179,0.254551,,OSL,0.015536,3.5104,,unfrozen rest sample,3.4889,100,11,20,12.89,0.1,23,100,0.57,0.2,3.2368,0.1,0.0324,20,4.154,0.2,-0.02,0.1,1.6664,0.1,90.309,20,0.09,0.05,6.29,0.1,7.15,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
24,2018-07-12,08:30:00,2018-07-12 08:30:00,72.36785,126.47227,16.3,114.3,115,-21.42,-161.5,9.8,8.72,,57.38,,5.3,,,6.6,,,12,,,0.98,,136.8,,5.1,,921,,790,,69.93032,16.95347,3.71188,0.245173,,OSL,0.01576,3.4822,,unfrozen rest sample,3.8248,100,12,20,12.92,0.1,24,100,0.57,0.2,3.2802,0.1,0.1206,20,4.9048,0.2,-0.011,0.1,1.7112,0.1,93.283,20,0.09,0.05,7.5,0.1,8.53,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
25,2018-07-16,19:00:00,2018-07-16 19:00:00,72.36791,126.4723,15.2,122.3,122.9,-20.89,-158.1,9.1,7.9,,56.4,,5.6,,,8.4,,,10.6,,,0.98,,102.7,,6.6,,744,,1034,,62.25817,15.11887,3.30041,0.222474,,OSL,0.015933,3.422,,unfrozen rest sample,0.401,100,12,20,13.47,0.1,16,100,0.58,0.2,3.5751,0.1,0.0631,20,5.3974,0.2,-0.016,0.1,1.7051,0.1,98.868,20,0.09,0.05,8.04,0.1,9.19,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
26,2018-07-20,20:00:00,2018-07-20 20:00:00,72.36792,126.4723,15.5,133.4,132.5,-20.6,-155.3,9.6,7.06,,57.05,,4.3,,,9.5,,,7.7,,,0.84,,64.7,,5.1,,846,,930,,55.20077,13.24592,2.84749,0.17598,,OSL,0.01618,3.3951,,unfrozen rest sample,1.2382,100,12,20,14.81,0.1,8,100,0.57,0.2,3.8208,0.1,-0.0025,20,5.8309,0.2,-0.026,0.1,1.6896,0.1,108.774,20,0.1,0.05,8.57,0.1,10.18,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
27,2018-07-26,19:00:00,2018-07-26 19:00:00,72.36793,126.4725,13.9,157.4,161.1,-20.28,-155.2,7,6.22,,59.99,,5.6,,,1.3,,,13.7,,,0.56,,,,,,,,,,45.43189,10.35869,2.21944,0.159682,,OSL,0.016937,3.1716,,unfrozen rest sample,-2.4523,100,13,20,15.48,0.1,5,100,0.81,0.2,4.0816,0.1,-0.024,20,9.9329,0.2,0.08,0.1,1.8785,0.1,117.751,20,0.12,0.05,14.69,0.1,12.3,0.5,n.a.,0.05,n.a.,0.1,0.28,0.1
28,2018-07-30,20:05:00,2018-07-30 20:05:00,72.36795,126.4743,15.1,129,129.6,-18.98,-143.5,8.3,7.64,,61.16,,4.3,,,2.1,,,9.2,,,0.98,,27.5,,9.7,,674,,861,,61.75294,14.97873,3.22063,0.208593,,OSL,0.016013,3.5097,,unfrozen rest sample,2.6582,100,11,20,13.09,0.1,12,100,0.57,0.2,3.4133,0.1,0.0398,20,7.4532,0.2,-0.025,0.1,2.0335,0.1,99.323,20,0.11,0.05,10.9,0.1,9.42,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
29,2018-08-03,20:00:00,2018-08-03 20:00:00,72.368524,126.470758,16.3,129,128.8,-18.48,-139.1,8.8,8.21,,61.16,,4,,,16.8,,,8.3,,,1.26,,136,,8.9,,890,,997,,68.15392,17.07445,3.72455,0.2288,,OSL,0.015373,3.6046,,unfrozen rest sample,8.2466,100,12,20,12.81,0.1,21,100,0.57,0.2,3.3266,0.1,0.1988,20,7.632,0.2,-0.006,0.1,2.0813,0.1,97.78,20,0.11,0.05,11.06,0.1,9.09,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
30,2018-08-07,21:00:00,2018-08-07 21:00:00,72.368254,126.470458,15.2,111.7,112.3,-17.68,-132.6,8.9,10.06,,,,5.9,,,17.5,,,17.2,,,1.4,,91.9,,10.5,,2162,,1015,,82.59147,21.24307,4.7909,0.353985,,OSL,0.014887,3.5649,,unfrozen rest sample,10.1661,100,11,20,11.82,0.1,26,100,0.59,0.2,3.0229,0.1,0.0828,20,5.9781,0.2,-0.022,0.1,2.1518,0.1,89.04,20,0.1,0.05,8.65,0.1,7.45,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
31,2018-08-11,19:00:00,2018-08-11 19:00:00,72.368456,126.476868,17.5,105.2,106.7,-17.53,-130.8,9.4,10.26,,63.51,,10.5,,,3.1,,,7.8,,,1.12,,49.2,,20.6,,837,,930,,85.55902,21.93141,4.81583,0.27711,,OSL,0.014859,3.621,,unfrozen rest sample,21.614,100,11,20,11.32,0.1,54,100,0.55,0.2,2.8357,0.1,0.4855,20,5.6392,0.2,-0.01,0.1,2.1996,0.1,88.789,20,0.1,0.05,8.27,0.1,7.03,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
32,2018-08-15,19:00:00,2018-08-15 19:00:00,72.368958,126.47687,17.6,158.3,159.6,-18.11,-137.5,7.4,6.93,,63.51,,9,,,6.2,,,7.3,,,0.56,,39.9,,2,,958,,151,,55.27303,13.0202,2.71318,0.135072,,OSL,0.016271,3.4633,,unfrozen rest sample,0.9137,100,14,20,16.43,0.1,7,100,0.59,0.2,4.2562,0.1,0.0502,20,8.801,0.2,-0.025,0.1,2.4141,0.1,132.415,20,0.11,0.05,12.69,0.1,12.61,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
33,2018-08-19,19:00:00,2018-08-19 19:00:00,72.36846,126.476868,16.9,160,160.1,-18.22,-137.4,8.4,6.94,,66.77,,3.1,,,8.8,,,15.5,,,1.12,,36.8,,5.8,,962,,867,,54.60779,12.98363,2.71463,0.114817,,OSL,0.016199,3.4167,,unfrozen rest sample,0.5085,100,13,20,16.66,0.1,10,100,0.6,0.2,4.3203,0.1,0.0561,20,8.6784,0.2,-0.011,0.1,2.3644,0.1,132.481,20,0.11,0.05,12.33,0.1,13.12,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
34,2018-08-23,19:00:00,2018-08-23 19:00:00,72.368465,126.476868,13.4,167.3,164.4,-18.29,-138.3,8,6.71,,,,3.7,,,11.2,,,13.9,,,1.12,,239.1,,5.8,,1026,,1025,,50.8968,11.91072,2.48014,0.087988,,OSL,0.016447,3.2936,,unfrozen rest sample,1.7583,100,13,20,17.07,0.1,6,100,0.64,0.2,4.3822,0.1,-0.0348,20,8.8935,0.2,-0.027,0.1,2.3733,0.1,135.503,20,0.11,0.05,12.73,0.1,13.94,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
35,2018-08-27,19:00:00,2018-08-27 19:00:00,72.368465,126.476865,11.2,175.3,175.6,-18.35,-139.4,7.4,6.35,,60.57,,3.4,,,6,,,13.2,,,0.7,,150,,7.4,,963,,917,,47.67012,10.9239,2.25849,0.093692,,OSL,0.0168,3.2597,,unfrozen rest sample,-0.749,100,14,20,17.6,0.1,5,100,0.63,0.2,4.6442,0.1,-0.0134,20,10.2117,0.2,-0.006,0.1,2.3659,0.1,142.418,20,0.11,0.05,14.64,0.1,14.67,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
36,2018-09-01,19:00:00,2018-09-01 19:00:00,72.368487,126.476879,10.3,172.9,179.1,-18.38,-139.8,7.2,6.77,,63.46,,5.3,,,5.3,,,23.3,,,1.12,,35.3,,5.8,,1049,,1051,,48.70306,11.36273,2.49784,0.153957,,OSL,0.016984,3.1237,,unfrozen rest sample,-1.4601,100,14,20,17.63,0.1,7,100,0.73,0.2,4.6841,0.1,0.005,20,10.7475,0.2,-0.022,0.1,2.3992,0.1,143.553,20,0.11,0.05,15.33,0.1,14.93,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
37,2018-09-05,19:00:00,2018-09-05 19:00:00,72.36849,126.476868,10.1,172.3,181.8,-18.37,-139.9,7.1,6.17,,67.04,,3.4,,,6.7,,,15.7,,,0.56,,88.8,,64,,918,,1021,,44.8958,10.21956,2.10518,0.040124,,OSL,0.017189,3.1596,,unfrozen rest sample,-0.8385,100,15,20,18.16,0.1,5,100,0.63,0.2,4.7785,0.1,0.0117,20,10.6807,0.2,-0.008,0.1,2.4104,0.1,147.947,20,0.11,0.05,15.05,0.1,15.28,0.5,n.a.,0.05,n.a.,0.1,n.a.,0.1
